id,srno,session,daysPresent,daysAbsent,attendancePercentage
1,2,Budget Session,9,0,100.0
2,2,Winter Session,15,0,100.0
3,2,Special Session,4,0,100.0
4,2,Monsoon Session,17,0,100.0
5,2,Budget Session,25,0,100.0
6,2,Winter Session,13,0,100.0
7,2,Monsoon Session,16,0,100.0
8,2,Budget Session,29,0,100.0
9,2,Winter Session,18,0,100.0
10,2,Monsoon Session,17,0,100.0
11,2,Budget Session,33,0,100.0
12,2,Monsoon Session,18,0,100.0
13,2,Budget Session,34,0,100.0
14,2,Winter Session,20,0,100.0
15,2,Budget Session,10,0,100.0
16,2,Winter Session,18,0,100.0
17,2,Monsoon Session,17,0,100.0
18,2,Budget Session,22,0,100.0
19,2,Budget Session,8,0,100.0
20,2,Winter Session,13,0,100.0
21,2,Monsoon Session,19,0,100.0
22,2,Budget Session,21,0,100.0
23,2,Budget Session,8,0,100.0
24,2,Winter Session,21,0,100.0
25,2,Monsoon Session,20,0,100.0
26,2,Budget Session,15,0,100.0
27,2,Budget Session,16,0,100.0
28,2,Winter Session,20,0,100.0
29,2,Monsoon Session,17,0,100.0
30,2,Budget Session,13,0,100.0
31,2,Budget Session,19,0,100.0
32,2,Winter Session,22,0,100.0
33,2,Budget Session,27,0,100.0
34,2,Special Session,3,0,100.0
35,2,Winter Session,12,0,100.0
36,2,Winter Session,10,0,100.0
37,2,Monsoon Session,21,0,100.0
38,2,Budget Session,11,0,100.0
39,2,Budget Session,21,0,100.0
40,2,Winter Session,20,0,100.0
41,2,Monsoon Session,19,0,100.0
42,2,225th Part-2,21,0,100.0
43,2,225th Part-1,14,0,100.0
44,2,Winter Session,24,0,100.0
45,2,Monsoon Session,26,0,100.0
46,2,Budget Session,23,0,100.0
47,2,Winter Session,23,0,100.0
48,2,Monsoon Session,26,0,100.0
49,2,219th Part-2,17,0,100.0
50,2,219th Part-1,15,0,100.0
51,2,Winter Session,23,0,100.0
52,2,Budget Session,26,0,100.0
53,2,Special Session,4,0,100.0
54,2,Budget Session,10,0,100.0
55,2,214th Part2,10,0,100.0
56,2,214th Part-1,6,0,100.0
57,2,Budget Session,35,0,100.0
58,2,Winter Session,17,0,100.0
59,8,Budget Session,35,0,100.0
60,8,Winter Session,17,0,100.0
61,10,Winter Session,15,0,100.0
62,10,Monsoon Session,21,0,100.0
63,10,Budget Session,27,0,100.0
64,10,Winter Session,19,0,100.0
65,10,Monsoon Session,16,0,100.0
66,10,Special Session,5,0,100.0
67,10,Budget Session,9,0,100.0
68,10,Winter Session,15,0,100.0
69,10,Special Session,4,0,100.0
70,10,Monsoon Session,17,0,100.0
71,10,Budget Session,25,0,100.0
72,10,Winter Session,13,0,100.0
73,10,Monsoon Session,16,0,100.0
74,10,Budget Session,29,0,100.0
75,10,Winter Session,18,0,100.0
76,10,Monsoon Session,17,0,100.0
77,10,Budget Session,33,0,100.0
78,10,Monsoon Session,18,0,100.0
79,10,Budget Session,34,0,100.0
80,10,Winter Session,20,0,100.0
81,10,Monsoon Session,35,0,100.0
82,10,Budget Session,10,0,100.0
83,10,Winter Session,18,0,100.0
84,10,Monsoon Session,17,0,100.0
85,10,Budget Session,22,0,100.0
86,10,Budget Session,8,0,100.0
87,10,Winter Session,13,0,100.0
88,10,Monsoon Session,19,0,100.0
89,10,Budget Session,21,0,100.0
90,10,Budget Session,8,0,100.0
91,10,Winter Session,21,0,100.0
92,10,Monsoon Session,20,0,100.0
93,10,Budget Session,15,0,100.0
94,10,Budget Session,16,0,100.0
95,10,Winter Session,20,0,100.0
96,10,Monsoon Session,17,0,100.0
97,10,Budget Session,13,0,100.0
98,10,Budget Session,19,0,100.0
99,10,Winter Session,22,0,100.0
100,10,Budget Session,27,0,100.0
101,10,Special Session,3,0,100.0
102,10,Winter Session,12,0,100.0
103,10,Winter Session,10,0,100.0
104,10,Monsoon Session,21,0,100.0
105,10,Budget Session,11,0,100.0
106,10,Budget Session,21,0,100.0
107,10,Winter Session,20,0,100.0
108,10,Monsoon Session,19,0,100.0
109,10,225th Part-2,21,0,100.0
110,10,225th Part-1,14,0,100.0
111,10,Winter Session,24,0,100.0
112,10,Monsoon Session,26,0,100.0
113,10,Budget Session,23,0,100.0
114,10,Winter Session,23,0,100.0
115,10,Monsoon Session,26,0,100.0
116,10,219th Part-2,17,0,100.0
117,10,219th Part-1,15,0,100.0
118,10,Winter Session,23,0,100.0
119,10,Budget Session,26,0,100.0
120,10,Special Session,4,0,100.0
121,10,Budget Session,10,0,100.0
122,10,214th Part2,10,0,100.0
123,10,214th Part-1,6,0,100.0
124,10,Budget Session,35,0,100.0
125,10,Winter Session,17,0,100.0
126,23,Budget Session,22,0,100.0
127,23,Budget Session,8,0,100.0
128,23,Winter Session,13,0,100.0
129,23,Monsoon Session,19,0,100.0
130,23,Budget Session,21,0,100.0
131,23,Budget Session,8,0,100.0
132,23,Winter Session,21,0,100.0
133,23,Monsoon Session,20,0,100.0
134,23,Budget Session,15,0,100.0
135,23,Budget Session,16,0,100.0
136,23,Winter Session,20,0,100.0
137,23,Monsoon Session,17,0,100.0
138,23,Budget Session,13,0,100.0
139,23,Budget Session,19,0,100.0
140,23,Winter Session,22,0,100.0
141,23,Budget Session,27,0,100.0
142,23,Special Session,3,0,100.0
143,23,Winter Session,12,0,100.0
144,23,Winter Session,10,0,100.0
145,23,Monsoon Session,21,0,100.0
146,23,Budget Session,11,0,100.0
147,23,Budget Session,21,0,100.0
148,23,Winter Session,20,0,100.0
149,23,Monsoon Session,19,0,100.0
150,23,225th Part-2,21,0,100.0
151,23,219th Part-2,17,0,100.0
152,23,219th Part-1,15,0,100.0
153,23,Winter Session,23,0,100.0
154,23,Budget Session,26,0,100.0
155,23,Special Session,4,0,100.0
156,23,Budget Session,10,0,100.0
157,23,214th Part2,10,0,100.0
158,23,214th Part-1,6,0,100.0
159,23,Budget Session,35,0,100.0
160,23,Winter Session,17,0,100.0
161,27,Budget Session,9,0,100.0
162,27,Winter Session,15,0,100.0
163,27,Special Session,4,0,100.0
164,27,Monsoon Session,17,0,100.0
165,27,Budget Session,25,0,100.0
166,27,Winter Session,13,0,100.0
167,27,Monsoon Session,16,0,100.0
168,27,Budget Session,29,0,100.0
169,27,Winter Session,18,0,100.0
170,27,Monsoon Session,17,0,100.0
171,27,Budget Session,33,0,100.0
172,27,Monsoon Session,18,0,100.0
173,27,Budget Session,34,0,100.0
174,27,Winter Session,20,0,100.0
175,27,Monsoon Session,35,0,100.0
176,27,Budget Session,10,0,100.0
177,27,Winter Session,18,0,100.0
178,27,Monsoon Session,17,0,100.0
179,27,Budget Session,22,0,100.0
180,27,Budget Session,22,0,100.0
181,27,Budget Session,8,0,100.0
182,27,Winter Session,13,0,100.0
183,27,Monsoon Session,19,0,100.0
184,27,Budget Session,21,0,100.0
185,27,Budget Session,8,0,100.0
186,27,Winter Session,21,0,100.0
187,27,Monsoon Session,20,0,100.0
188,27,Budget Session,15,0,100.0
189,27,Budget Session,16,0,100.0
190,27,Winter Session,20,0,100.0
191,27,Monsoon Session,17,0,100.0
192,27,Budget Session,13,0,100.0
193,27,Budget Session,19,0,100.0
194,27,Winter Session,22,0,100.0
195,27,Budget Session,27,0,100.0
196,27,Special Session,3,0,100.0
197,27,Winter Session,12,0,100.0
198,27,Winter Session,10,0,100.0
199,27,Monsoon Session,21,0,100.0
200,27,Budget Session,11,0,100.0
201,27,Budget Session,21,0,100.0
202,27,Winter Session,20,0,100.0
203,27,Monsoon Session,19,0,100.0
204,27,225th Part-2,21,0,100.0
205,27,225th Part-1,14,0,100.0
206,27,Winter Session,24,0,100.0
207,27,Monsoon Session,26,0,100.0
208,27,Budget Session,23,0,100.0
209,27,Winter Session,23,0,100.0
210,27,Monsoon Session,26,0,100.0
211,27,219th Part-2,17,0,100.0
212,27,219th Part-1,15,0,100.0
213,27,Winter Session,23,0,100.0
214,27,Budget Session,26,0,100.0
215,27,Special Session,4,0,100.0
216,27,Budget Session,10,0,100.0
217,27,214th Part2,10,0,100.0
218,27,214th Part-1,6,0,100.0
219,27,Budget Session,35,0,100.0
220,27,Winter Session,17,0,100.0
221,28,219th Part-2,17,0,100.0
222,28,219th Part-1,15,0,100.0
223,28,Winter Session,23,0,100.0
224,28,Budget Session,26,0,100.0
225,28,Special Session,4,0,100.0
226,28,Budget Session,10,0,100.0
227,28,214th Part2,10,0,100.0
228,28,214th Part-1,6,0,100.0
229,28,Budget Session,35,0,100.0
230,28,Winter Session,17,0,100.0
231,29,Budget Session,29,0,100.0
232,29,Winter Session,18,0,100.0
233,29,Monsoon Session,17,0,100.0
234,29,Budget Session,33,0,100.0
235,29,Monsoon Session,18,0,100.0
236,29,Budget Session,34,0,100.0
237,29,Winter Session,20,0,100.0
238,29,Monsoon Session,35,0,100.0
239,29,Budget Session,10,0,100.0
240,29,Winter Session,18,0,100.0
241,29,Monsoon Session,17,0,100.0
242,29,Budget Session,22,0,100.0
243,29,Budget Session,8,0,100.0
244,29,Winter Session,13,0,100.0
245,29,Monsoon Session,19,0,100.0
246,29,Budget Session,21,0,100.0
247,29,Budget Session,8,0,100.0
248,29,Winter Session,21,0,100.0
249,29,Monsoon Session,20,0,100.0
250,29,Budget Session,15,0,100.0
251,29,Budget Session,16,0,100.0
252,29,Winter Session,20,0,100.0
253,29,Monsoon Session,17,0,100.0
254,29,Budget Session,13,0,100.0
255,29,Budget Session,19,0,100.0
256,29,Winter Session,22,0,100.0
257,29,Budget Session,27,0,100.0
258,29,Special Session,3,0,100.0
259,29,Winter Session,12,0,100.0
260,29,Winter Session,10,0,100.0
261,29,Monsoon Session,21,0,100.0
262,29,Budget Session,11,0,100.0
263,29,Budget Session,21,0,100.0
264,29,Winter Session,20,0,100.0
265,29,Monsoon Session,19,0,100.0
266,29,225th Part-2,21,0,100.0
267,29,225th Part-1,14,0,100.0
268,29,Winter Session,24,0,100.0
269,29,Monsoon Session,26,0,100.0
270,29,Budget Session,23,0,100.0
271,29,Winter Session,23,0,100.0
272,29,Monsoon Session,26,0,100.0
273,29,Budget Session,26,0,100.0
274,29,Special Session,4,0,100.0
275,29,Budget Session,10,0,100.0
276,29,214th Part2,10,0,100.0
277,29,214th Part-1,6,0,100.0
278,29,Budget Session,35,0,100.0
279,29,Winter Session,17,0,100.0
280,43,Winter Session,12,0,100.0
281,43,Winter Session,10,0,100.0
282,43,Monsoon Session,21,0,100.0
283,43,Budget Session,11,0,100.0
284,43,Budget Session,21,0,100.0
285,43,Winter Session,20,0,100.0
286,43,Monsoon Session,19,0,100.0
287,43,225th Part-2,21,0,100.0
288,43,225th Part-1,14,0,100.0
289,43,Winter Session,24,0,100.0
290,43,Monsoon Session,26,0,100.0
291,43,Budget Session,23,0,100.0
292,43,Winter Session,23,0,100.0
293,43,Monsoon Session,26,0,100.0
294,43,219th Part-2,17,0,100.0
295,43,219th Part-1,15,0,100.0
296,43,Winter Session,23,0,100.0
297,43,Budget Session,26,0,100.0
298,43,Special Session,4,0,100.0
299,43,Budget Session,10,0,100.0
300,43,214th Part2,10,0,100.0
301,43,214th Part-1,6,0,100.0
302,72,219th Part-2,17,0,100.0
303,72,219th Part-1,15,0,100.0
304,72,Winter Session,23,0,100.0
305,72,Budget Session,26,0,100.0
306,72,Special Session,4,0,100.0
307,72,Budget Session,10,0,100.0
308,72,214th Part2,10,0,100.0
309,72,214th Part-1,6,0,100.0
310,72,Budget Session,35,0,100.0
311,72,Winter Session,17,0,100.0
312,73,Budget Session,29,0,100.0
313,73,Winter Session,18,0,100.0
314,73,Monsoon Session,17,0,100.0
315,73,Budget Session,33,0,100.0
316,73,Monsoon Session,18,0,100.0
317,73,Budget Session,34,0,100.0
318,73,Winter Session,20,0,100.0
319,73,Monsoon Session,35,0,100.0
320,73,Budget Session,10,0,100.0
321,73,Winter Session,18,0,100.0
322,73,Monsoon Session,17,0,100.0
323,73,Budget Session,22,0,100.0
324,73,Budget Session,8,0,100.0
325,73,Winter Session,13,0,100.0
326,73,Monsoon Session,19,0,100.0
327,73,Budget Session,21,0,100.0
328,73,Budget Session,8,0,100.0
329,73,Winter Session,21,0,100.0
330,73,Monsoon Session,20,0,100.0
331,73,Winter Session,22,0,100.0
332,73,Budget Session,27,0,100.0
333,73,Special Session,3,0,100.0
334,73,Winter Session,12,0,100.0
335,73,Winter Session,10,0,100.0
336,73,Monsoon Session,21,0,100.0
337,73,Budget Session,11,0,100.0
338,73,Budget Session,21,0,100.0
339,73,Winter Session,20,0,100.0
340,73,Monsoon Session,19,0,100.0
341,73,225th Part-2,21,0,100.0
342,73,225th Part-1,14,0,100.0
343,73,Winter Session,24,0,100.0
344,73,Monsoon Session,26,0,100.0
345,73,Budget Session,23,0,100.0
346,73,Winter Session,23,0,100.0
347,73,Monsoon Session,26,0,100.0
348,73,219th Part-2,17,0,100.0
349,73,219th Part-1,15,0,100.0
350,73,Winter Session,23,0,100.0
351,73,Budget Session,26,0,100.0
352,73,Special Session,4,0,100.0
353,73,Budget Session,10,0,100.0
354,73,214th Part2,10,0,100.0
355,73,214th Part-1,6,0,100.0
356,73,Budget Session,35,0,100.0
357,73,Winter Session,17,0,100.0
358,74,Winter Session,15,0,100.0
359,74,Monsoon Session,21,0,100.0
360,74,Budget Session,27,0,100.0
361,74,Winter Session,19,0,100.0
362,74,Monsoon Session,16,0,100.0
363,74,Special Session,5,0,100.0
364,74,Budget Session,9,0,100.0
365,74,Winter Session,15,0,100.0
366,74,Special Session,4,0,100.0
367,74,Monsoon Session,17,0,100.0
368,74,Budget Session,25,0,100.0
369,74,Winter Session,13,0,100.0
370,74,Monsoon Session,16,0,100.0
371,74,Budget Session,29,0,100.0
372,74,Winter Session,18,0,100.0
373,74,Monsoon Session,17,0,100.0
374,74,Budget Session,33,0,100.0
375,74,Monsoon Session,18,0,100.0
376,74,Budget Session,34,0,100.0
377,74,Winter Session,20,0,100.0
378,74,Monsoon Session,35,0,100.0
379,74,Budget Session,10,0,100.0
380,74,Winter Session,18,0,100.0
381,74,Monsoon Session,17,0,100.0
382,74,Budget Session,22,0,100.0
383,74,Budget Session,8,0,100.0
384,74,Winter Session,13,0,100.0
385,74,Monsoon Session,19,0,100.0
386,74,Budget Session,21,0,100.0
387,74,Budget Session,8,0,100.0
388,74,Winter Session,21,0,100.0
389,74,Monsoon Session,20,0,100.0
390,75,225th Part-1,14,0,100.0
391,75,Winter Session,24,0,100.0
392,75,Monsoon Session,26,0,100.0
393,75,Budget Session,23,0,100.0
394,75,Winter Session,23,0,100.0
395,75,Monsoon Session,26,0,100.0
396,75,219th Part-2,17,0,100.0
397,75,219th Part-1,15,0,100.0
398,75,Winter Session,23,0,100.0
399,75,Budget Session,26,0,100.0
400,75,Special Session,4,0,100.0
401,75,Budget Session,10,0,100.0
402,75,214th Part2,10,0,100.0
403,75,214th Part-1,6,0,100.0
404,75,Budget Session,35,0,100.0
405,75,Winter Session,17,0,100.0
406,77,219th Part-2,17,0,100.0
407,77,219th Part-1,15,0,100.0
408,77,Winter Session,23,0,100.0
409,77,Budget Session,26,0,100.0
410,77,Special Session,4,0,100.0
411,77,Budget Session,10,0,100.0
412,77,214th Part2,10,0,100.0
413,77,214th Part-1,6,0,100.0
414,77,Budget Session,35,0,100.0
415,77,Winter Session,17,0,100.0
416,78,219th Part-2,17,0,100.0
417,78,219th Part-1,15,0,100.0
418,78,Winter Session,23,0,100.0
419,78,Budget Session,26,0,100.0
420,78,Special Session,4,0,100.0
421,78,Budget Session,10,0,100.0
422,78,214th Part2,10,0,100.0
423,78,214th Part-1,6,0,100.0
424,78,Budget Session,35,0,100.0
425,78,Winter Session,17,0,100.0
426,79,214th Part-1,6,0,100.0
427,79,Budget Session,35,0,100.0
428,79,Winter Session,17,0,100.0
429,82,Winter Session,13,0,100.0
430,82,Monsoon Session,19,0,100.0
431,82,Budget Session,21,0,100.0
432,82,Budget Session,8,0,100.0
433,82,Winter Session,21,0,100.0
434,82,Monsoon Session,20,0,100.0
435,82,Budget Session,15,0,100.0
436,82,Budget Session,16,0,100.0
437,82,Winter Session,20,0,100.0
438,82,Monsoon Session,17,0,100.0
439,82,Budget Session,13,0,100.0
440,82,Budget Session,19,0,100.0
441,82,Winter Session,22,0,100.0
442,82,Budget Session,27,0,100.0
443,82,Special Session,3,0,100.0
444,82,Winter Session,12,0,100.0
445,82,Winter Session,10,0,100.0
446,82,Monsoon Session,21,0,100.0
447,82,Budget Session,11,0,100.0
448,82,Budget Session,21,0,100.0
449,82,Winter Session,20,0,100.0
450,82,Monsoon Session,19,0,100.0
451,82,225th Part-2,21,0,100.0
452,82,225th Part-1,14,0,100.0
453,82,Winter Session,24,0,100.0
454,82,Monsoon Session,26,0,100.0
455,82,Budget Session,23,0,100.0
456,82,Winter Session,23,0,100.0
457,82,Monsoon Session,26,0,100.0
458,82,219th Part-2,17,0,100.0
459,82,219th Part-1,15,0,100.0
460,82,Winter Session,23,0,100.0
461,82,Budget Session,26,0,100.0
462,82,Special Session,4,0,100.0
463,82,Budget Session,10,0,100.0
464,82,214th Part2,10,0,100.0
465,82,214th Part-1,6,0,100.0
466,82,Budget Session,35,0,100.0
467,82,Winter Session,17,0,100.0
468,83,Budget Session,29,0,100.0
469,83,Winter Session,18,0,100.0
470,83,Monsoon Session,17,0,100.0
471,83,Budget Session,33,0,100.0
472,83,Monsoon Session,18,0,100.0
473,83,Budget Session,34,0,100.0
474,83,Winter Session,20,0,100.0
475,83,Monsoon Session,35,0,100.0
476,83,Budget Session,10,0,100.0
477,83,Winter Session,18,0,100.0
478,83,Monsoon Session,17,0,100.0
479,83,Budget Session,22,0,100.0
480,83,Budget Session,8,0,100.0
481,83,Winter Session,13,0,100.0
482,83,Monsoon Session,19,0,100.0
483,83,Budget Session,21,0,100.0
484,83,Budget Session,8,0,100.0
485,83,Winter Session,21,0,100.0
486,83,Monsoon Session,20,0,100.0
487,83,Budget Session,15,0,100.0
488,83,Budget Session,16,0,100.0
489,83,Winter Session,20,0,100.0
490,83,Monsoon Session,17,0,100.0
491,83,Budget Session,13,0,100.0
492,83,Budget Session,19,0,100.0
493,83,Winter Session,22,0,100.0
494,83,Budget Session,27,0,100.0
495,83,Special Session,3,0,100.0
496,83,Winter Session,12,0,100.0
497,83,Winter Session,10,0,100.0
498,83,Monsoon Session,21,0,100.0
499,83,Budget Session,11,0,100.0
500,83,Budget Session,21,0,100.0
501,83,Winter Session,20,0,100.0
502,83,Monsoon Session,19,0,100.0
503,83,225th Part-2,21,0,100.0
504,83,225th Part-1,14,0,100.0
505,83,Winter Session,24,0,100.0
506,83,Monsoon Session,26,0,100.0
507,83,Budget Session,23,0,100.0
508,83,Winter Session,23,0,100.0
509,83,Monsoon Session,26,0,100.0
510,83,219th Part-2,17,0,100.0
511,83,219th Part-1,15,0,100.0
512,83,Winter Session,23,0,100.0
513,83,Budget Session,26,0,100.0
514,83,Special Session,4,0,100.0
515,83,Budget Session,10,0,100.0
516,83,214th Part2,10,0,100.0
517,83,214th Part-1,6,0,100.0
518,83,Budget Session,35,0,100.0
519,83,Winter Session,17,0,100.0
520,86,Budget Session,35,0,100.0
521,86,Winter Session,17,0,100.0
522,89,Winter Session,15,0,100.0
523,89,Monsoon Session,21,0,100.0
524,89,Budget Session,27,0,100.0
525,89,Winter Session,19,0,100.0
526,89,Monsoon Session,16,0,100.0
527,89,Special Session,5,0,100.0
528,89,Budget Session,9,0,100.0
529,89,Winter Session,15,0,100.0
530,89,Special Session,4,0,100.0
531,89,Monsoon Session,17,0,100.0
532,89,Budget Session,25,0,100.0
533,89,Winter Session,13,0,100.0
534,89,Monsoon Session,16,0,100.0
535,89,Budget Session,29,0,100.0
536,89,Winter Session,18,0,100.0
537,89,Monsoon Session,17,0,100.0
538,89,Budget Session,33,0,100.0
539,89,Monsoon Session,18,0,100.0
540,89,Budget Session,35,0,100.0
541,89,Winter Session,17,0,100.0
542,94,225th Part-1,14,0,100.0
543,94,Winter Session,24,0,100.0
544,94,Monsoon Session,26,0,100.0
545,94,Budget Session,23,0,100.0
546,94,Winter Session,23,0,100.0
547,94,Monsoon Session,26,0,100.0
548,94,219th Part-2,17,0,100.0
549,94,219th Part-1,15,0,100.0
550,94,Winter Session,23,0,100.0
551,94,Budget Session,26,0,100.0
552,94,Special Session,4,0,100.0
553,94,Budget Session,10,0,100.0
554,94,214th Part2,10,0,100.0
555,94,214th Part-1,6,0,100.0
556,94,Budget Session,35,0,100.0
557,94,Winter Session,17,0,100.0
558,101,225th Part-1,14,0,100.0
559,101,Winter Session,24,0,100.0
560,101,Monsoon Session,26,0,100.0
561,101,Budget Session,23,0,100.0
562,101,Winter Session,23,0,100.0
563,101,Monsoon Session,26,0,100.0
564,101,219th Part-2,17,0,100.0
565,101,219th Part-1,15,0,100.0
566,101,Winter Session,23,0,100.0
567,101,Budget Session,26,0,100.0
568,101,Special Session,4,0,100.0
569,101,Budget Session,10,0,100.0
570,101,214th Part2,10,0,100.0
571,101,214th Part-1,6,0,100.0
572,101,Budget Session,35,0,100.0
573,101,Winter Session,17,0,100.0
574,103,219th Part-1,15,0,100.0
575,103,Winter Session,23,0,100.0
576,103,Budget Session,26,0,100.0
577,103,Special Session,4,0,100.0
578,103,Budget Session,10,0,100.0
579,103,214th Part2,10,0,100.0
580,103,214th Part-1,6,0,100.0
581,103,Budget Session,35,0,100.0
582,103,Winter Session,17,0,100.0
583,109,Winter Session,15,0,100.0
584,109,Monsoon Session,21,0,100.0
585,109,Budget Session,27,0,100.0
586,109,Winter Session,19,0,100.0
587,109,Monsoon Session,16,0,100.0
588,109,Special Session,5,0,100.0
589,109,Budget Session,9,0,100.0
590,109,Winter Session,15,0,100.0
591,109,Special Session,4,0,100.0
592,109,Monsoon Session,17,0,100.0
593,109,Budget Session,25,0,100.0
594,109,Winter Session,13,0,100.0
595,109,Monsoon Session,16,0,100.0
596,109,Budget Session,29,0,100.0
597,109,Winter Session,18,0,100.0
598,109,Monsoon Session,17,0,100.0
599,109,Budget Session,33,0,100.0
600,109,Monsoon Session,18,0,100.0
601,109,Budget Session,34,0,100.0
602,109,Winter Session,20,0,100.0
603,109,Monsoon Session,35,0,100.0
604,109,Budget Session,10,0,100.0
605,109,Winter Session,18,0,100.0
606,109,Monsoon Session,17,0,100.0
607,109,Budget Session,22,0,100.0
608,109,Budget Session,8,0,100.0
609,109,Winter Session,13,0,100.0
610,109,Monsoon Session,19,0,100.0
611,109,Budget Session,21,0,100.0
612,109,Budget Session,8,0,100.0
613,109,Winter Session,21,0,100.0
614,109,Monsoon Session,20,0,100.0
615,109,Budget Session,15,0,100.0
616,109,Budget Session,16,0,100.0
617,109,Winter Session,20,0,100.0
618,109,Monsoon Session,17,0,100.0
619,109,Budget Session,13,0,100.0
620,109,Budget Session,19,0,100.0
621,109,Winter Session,22,0,100.0
622,109,Winter Session,22,0,100.0
623,109,Budget Session,27,0,100.0
624,109,Special Session,3,0,100.0
625,109,Winter Session,12,0,100.0
626,109,Winter Session,10,0,100.0
627,109,Monsoon Session,21,0,100.0
628,109,Budget Session,11,0,100.0
629,109,Budget Session,21,0,100.0
630,109,Winter Session,20,0,100.0
631,109,Monsoon Session,19,0,100.0
632,109,225th Part-2,21,0,100.0
633,109,225th Part-1,14,0,100.0
634,109,Winter Session,24,0,100.0
635,109,Monsoon Session,26,0,100.0
636,109,Budget Session,23,0,100.0
637,109,Winter Session,23,0,100.0
638,109,Monsoon Session,26,0,100.0
639,109,219th Part-2,17,0,100.0
640,109,219th Part-1,15,0,100.0
641,109,Winter Session,23,0,100.0
642,109,Budget Session,26,0,100.0
643,109,Special Session,4,0,100.0
644,109,Budget Session,10,0,100.0
645,109,214th Part2,10,0,100.0
646,115,225th Part-1,14,0,100.0
647,115,Winter Session,24,0,100.0
648,115,Monsoon Session,26,0,100.0
649,115,Budget Session,23,0,100.0
650,115,Winter Session,23,0,100.0
651,115,Monsoon Session,26,0,100.0
652,115,219th Part-2,17,0,100.0
653,115,219th Part-1,15,0,100.0
654,115,Winter Session,23,0,100.0
655,115,Budget Session,26,0,100.0
656,115,Special Session,4,0,100.0
657,115,Budget Session,10,0,100.0
658,115,214th Part2,10,0,100.0
659,115,214th Part-1,6,0,100.0
660,115,Budget Session,35,0,100.0
661,115,Winter Session,17,0,100.0
662,118,225th Part-1,14,0,100.0
663,118,Winter Session,24,0,100.0
664,118,Monsoon Session,26,0,100.0
665,118,Budget Session,23,0,100.0
666,118,Winter Session,23,0,100.0
667,118,Monsoon Session,26,0,100.0
668,118,219th Part-2,17,0,100.0
669,118,219th Part-1,15,0,100.0
670,118,Winter Session,23,0,100.0
671,118,Budget Session,26,0,100.0
672,118,Special Session,4,0,100.0
673,118,Budget Session,10,0,100.0
674,118,214th Part2,10,0,100.0
675,118,214th Part-1,6,0,100.0
676,118,Budget Session,35,0,100.0
677,118,Winter Session,17,0,100.0
678,119,Winter Session,22,0,100.0
679,119,Budget Session,27,0,100.0
680,119,Special Session,3,0,100.0
681,119,Winter Session,12,0,100.0
682,119,Winter Session,10,0,100.0
683,119,Monsoon Session,21,0,100.0
684,119,Budget Session,11,0,100.0
685,119,Budget Session,21,0,100.0
686,119,Winter Session,20,0,100.0
687,119,Monsoon Session,19,0,100.0
688,119,225th Part-2,21,0,100.0
689,119,225th Part-1,14,0,100.0
690,119,Winter Session,24,0,100.0
691,119,Monsoon Session,26,0,100.0
692,119,Budget Session,23,0,100.0
693,119,Winter Session,23,0,100.0
694,119,Monsoon Session,26,0,100.0
695,119,219th Part-2,17,0,100.0
696,119,219th Part-1,15,0,100.0
697,119,Winter Session,23,0,100.0
698,119,Budget Session,26,0,100.0
699,119,Special Session,4,0,100.0
700,119,Budget Session,10,0,100.0
701,119,214th Part2,10,0,100.0
702,119,214th Part-1,6,0,100.0
703,119,Budget Session,35,0,100.0
704,119,Winter Session,17,0,100.0
705,123,225th Part-1,14,0,100.0
706,123,Winter Session,24,0,100.0
707,123,Monsoon Session,26,0,100.0
708,123,Budget Session,23,0,100.0
709,123,Winter Session,23,0,100.0
710,123,Monsoon Session,26,0,100.0
711,123,219th Part-2,17,0,100.0
712,123,219th Part-1,15,0,100.0
713,123,Winter Session,23,0,100.0
714,123,Budget Session,26,0,100.0
715,123,Special Session,4,0,100.0
716,123,Budget Session,10,0,100.0
717,123,214th Part2,10,0,100.0
718,123,214th Part-1,6,0,100.0
719,123,Budget Session,35,0,100.0
720,123,Winter Session,17,0,100.0
721,125,214th Part-1,6,0,100.0
722,125,Budget Session,35,0,100.0
723,125,Winter Session,17,0,100.0
724,126,Budget Session,33,0,100.0
725,126,Monsoon Session,18,0,100.0
726,126,Budget Session,34,0,100.0
727,126,Winter Session,20,0,100.0
728,126,Monsoon Session,35,0,100.0
729,126,Budget Session,10,0,100.0
730,126,Winter Session,18,0,100.0
731,126,Monsoon Session,17,0,100.0
732,126,Budget Session,22,0,100.0
733,126,Budget Session,8,0,100.0
734,126,Winter Session,13,0,100.0
735,126,Monsoon Session,19,0,100.0
736,126,Budget Session,21,0,100.0
737,126,Budget Session,8,0,100.0
738,126,Winter Session,21,0,100.0
739,126,Monsoon Session,20,0,100.0
740,126,Budget Session,15,0,100.0
741,126,Budget Session,16,0,100.0
742,126,Winter Session,20,0,100.0
743,126,Monsoon Session,17,0,100.0
744,126,Budget Session,13,0,100.0
745,126,Budget Session,19,0,100.0
746,126,Winter Session,22,0,100.0
747,126,Budget Session,27,0,100.0
748,126,Special Session,3,0,100.0
749,126,Winter Session,12,0,100.0
750,126,Winter Session,10,0,100.0
751,126,Monsoon Session,21,0,100.0
752,126,Budget Session,11,0,100.0
753,126,Budget Session,21,0,100.0
754,126,Winter Session,20,0,100.0
755,126,Monsoon Session,19,0,100.0
756,126,225th Part-2,21,0,100.0
757,126,225th Part-1,14,0,100.0
