id,srno,session,daysPresent,daysAbsent,attendancePercentage
3833,2336,Budget Session,8,0,100.0
3834,2336,Winter Session,21,0,100.0
3835,2336,Monsoon Session,20,0,100.0
3836,2337,Budget Session,29,0,100.0
3837,2337,Winter Session,18,0,100.0
3838,2337,Monsoon Session,17,0,100.0
3839,2337,Budget Session,33,0,100.0
3840,2337,Monsoon Session,18,0,100.0
3841,2337,Budget Session,34,0,100.0
3842,2337,Winter Session,20,0,100.0
3843,2337,Monsoon Session,35,0,100.0
3844,2337,Budget Session,10,0,100.0
3845,2337,Winter Session,18,0,100.0
3846,2337,Monsoon Session,17,0,100.0
3847,2337,Budget Session,22,0,100.0
3848,2337,Budget Session,8,0,100.0
3849,2337,Winter Session,13,0,100.0
3850,2337,Monsoon Session,19,0,100.0
3851,2337,Budget Session,21,0,100.0
3852,2337,Budget Session,8,0,100.0
3853,2337,Winter Session,21,0,100.0
3854,2337,Monsoon Session,20,0,100.0
3855,1861,Budget Session,35,0,100.0
3856,1861,Winter Session,17,0,100.0
3857,2339,Budget Session,29,0,100.0
3858,2339,Budget Session,29,0,100.0
3859,2339,Winter Session,18,0,100.0
3860,2339,Winter Session,18,0,100.0
3861,2339,Monsoon Session,17,0,100.0
3862,2339,Monsoon Session,17,0,100.0
3863,2339,Budget Session,33,0,100.0
3864,2339,Budget Session,33,0,100.0
3865,2339,Monsoon Session,18,0,100.0
3866,2339,Monsoon Session,18,0,100.0
3867,2339,Budget Session,34,0,100.0
3868,2339,Budget Session,34,0,100.0
3869,2339,Winter Session,20,0,100.0
3870,2339,Winter Session,20,0,100.0
3871,2339,Monsoon Session,35,0,100.0
3872,2339,Budget Session,10,0,100.0
3873,2339,Winter Session,18,0,100.0
3874,2339,Monsoon Session,17,0,100.0
3875,2339,Budget Session,22,0,100.0
3876,2339,Budget Session,8,0,100.0
3877,2339,Winter Session,13,0,100.0
3878,2339,Monsoon Session,19,0,100.0
3879,2339,Budget Session,21,0,100.0
3880,2339,Budget Session,8,0,100.0
3881,2339,Winter Session,21,0,100.0
3882,2339,Monsoon Session,20,0,100.0
3883,1863,Budget Session,35,0,100.0
3884,1863,Winter Session,17,0,100.0
3885,2338,Budget Session,29,0,100.0
3886,2338,Winter Session,18,0,100.0
3887,2338,Monsoon Session,17,0,100.0
3888,2338,Budget Session,33,0,100.0
3889,2338,Monsoon Session,18,0,100.0
3890,2338,Budget Session,34,0,100.0
3891,2338,Winter Session,20,0,100.0
3892,2338,Monsoon Session,35,0,100.0
3893,2338,Budget Session,10,0,100.0
3894,2338,Winter Session,18,0,100.0
3895,2338,Monsoon Session,17,0,100.0
3896,2338,Budget Session,22,0,100.0
3897,2338,Budget Session,8,0,100.0
3898,2338,Winter Session,13,0,100.0
3899,2338,Monsoon Session,19,0,100.0
3900,2338,Budget Session,21,0,100.0
3901,2338,Budget Session,8,0,100.0
3902,2338,Winter Session,21,0,100.0
3903,2338,Monsoon Session,20,0,100.0
3904,1862,Budget Session,35,0,100.0
3905,1862,Winter Session,17,0,100.0
3906,2340,Budget Session,29,0,100.0
3907,2340,Winter Session,18,0,100.0
3908,2340,Monsoon Session,17,0,100.0
3909,2340,Budget Session,33,0,100.0
3910,2340,Monsoon Session,18,0,100.0
3911,2340,Budget Session,34,0,100.0
3912,2340,Winter Session,20,0,100.0
3913,2340,Monsoon Session,35,0,100.0
3914,2340,Budget Session,10,0,100.0
3915,2340,Winter Session,18,0,100.0
3916,2340,Monsoon Session,17,0,100.0
3917,2340,Budget Session,22,0,100.0
3918,2340,Budget Session,8,0,100.0
3919,2340,Winter Session,13,0,100.0
3920,2340,Monsoon Session,19,0,100.0
3921,2340,Budget Session,21,0,100.0
3922,2340,Budget Session,8,0,100.0
3923,2340,Winter Session,21,0,100.0
3924,2340,Monsoon Session,20,0,100.0
3925,1864,Budget Session,35,0,100.0
3926,1864,Winter Session,17,0,100.0
3927,2341,Budget Session,29,0,100.0
3928,2341,Winter Session,18,0,100.0
3929,2341,Monsoon Session,17,0,100.0
3930,2341,Budget Session,33,0,100.0
3931,2341,Monsoon Session,18,0,100.0
3932,2341,Budget Session,34,0,100.0
3933,2341,Winter Session,20,0,100.0
3934,2341,Monsoon Session,35,0,100.0
3935,2341,Budget Session,10,0,100.0
3936,2341,Winter Session,18,0,100.0
3937,2341,Monsoon Session,17,0,100.0
3938,2341,Budget Session,22,0,100.0
3939,2341,Budget Session,8,0,100.0
3940,2341,Winter Session,13,0,100.0
3941,2341,Monsoon Session,19,0,100.0
3942,2341,Budget Session,21,0,100.0
3943,2341,Budget Session,8,0,100.0
3944,2341,Winter Session,21,0,100.0
3945,2341,Monsoon Session,20,0,100.0
3946,1865,Budget Session,35,0,100.0
3947,1865,Winter Session,17,0,100.0
3948,2342,Budget Session,29,0,100.0
3949,2342,Winter Session,18,0,100.0
3950,2342,Monsoon Session,17,0,100.0
3951,2342,Budget Session,33,0,100.0
3952,2342,Monsoon Session,18,0,100.0
3953,2342,Budget Session,34,0,100.0
3954,2342,Winter Session,20,0,100.0
3955,2342,Monsoon Session,35,0,100.0
3956,2342,Budget Session,10,0,100.0
3957,2342,Winter Session,18,0,100.0
3958,2342,Monsoon Session,17,0,100.0
3959,2342,Budget Session,22,0,100.0
3960,2342,Budget Session,8,0,100.0
3961,2342,Winter Session,13,0,100.0
3962,2342,Monsoon Session,19,0,100.0
3963,2342,Budget Session,21,0,100.0
3964,2342,Budget Session,8,0,100.0
3965,2342,Winter Session,21,0,100.0
3966,2342,Monsoon Session,20,0,100.0
3967,1866,Winter Session,15,0,100.0
3968,1866,Monsoon Session,21,0,100.0
3969,1866,Budget Session,27,0,100.0
3970,1866,Winter Session,19,0,100.0
3971,1866,Monsoon Session,16,0,100.0
3972,1866,Special Session,5,0,100.0
3973,1866,Budget Session,9,0,100.0
3974,1866,Winter Session,15,0,100.0
3975,1866,Special Session,4,0,100.0
3976,1866,Monsoon Session,17,0,100.0
3977,1866,Budget Session,25,0,100.0
3978,1866,Winter Session,13,0,100.0
3979,1866,Monsoon Session,16,0,100.0
3980,1866,Budget Session,29,0,100.0
3981,1866,Winter Session,18,0,100.0
3982,1866,Monsoon Session,17,0,100.0
3983,1866,Budget Session,33,0,100.0
3984,1866,Monsoon Session,18,0,100.0
3985,1866,Budget Session,34,0,100.0
3986,1866,Winter Session,12,0,100.0
3987,1866,Winter Session,10,0,100.0
3988,1866,Monsoon Session,21,0,100.0
3989,1866,Budget Session,11,0,100.0
3990,1866,Budget Session,21,0,100.0
3991,1866,Winter Session,20,0,100.0
3992,1866,Monsoon Session,19,0,100.0
3993,1866,225th Part-2,21,0,100.0
3994,1866,225th Part-1,14,0,100.0
3995,1866,Winter Session,24,0,100.0
3996,1866,Monsoon Session,26,0,100.0
3997,1866,Budget Session,23,0,100.0
3998,1866,Winter Session,23,0,100.0
3999,1866,Monsoon Session,26,0,100.0
4000,1866,219th Part-2,17,0,100.0
4001,1866,219th Part-1,15,0,100.0
4002,1866,Winter Session,23,0,100.0
4003,1866,Budget Session,26,0,100.0
4004,1866,Special Session,4,0,100.0
4005,1866,Budget Session,10,0,100.0
4006,1866,214th Part2,10,0,100.0
4007,1866,214th Part-1,6,0,100.0
4008,1866,Budget Session,35,0,100.0
4009,1866,Winter Session,17,0,100.0
4010,1867,Budget Session,35,0,100.0
4011,1867,Winter Session,17,0,100.0
4012,2343,Winter Session,15,0,100.0
4013,2343,Monsoon Session,21,0,100.0
4014,2343,Budget Session,27,0,100.0
4015,2343,Winter Session,19,0,100.0
4016,2343,Monsoon Session,16,0,100.0
4017,2343,Special Session,5,0,100.0
4018,2343,Budget Session,9,0,100.0
4019,2343,Winter Session,15,0,100.0
4020,2343,Special Session,4,0,100.0
4021,2343,Monsoon Session,17,0,100.0
4022,2343,Budget Session,25,0,100.0
4023,2343,Winter Session,13,0,100.0
4024,2343,Monsoon Session,16,0,100.0
4025,2343,Budget Session,29,0,100.0
4026,2343,Winter Session,18,0,100.0
4027,2343,Monsoon Session,17,0,100.0
4028,2343,Budget Session,33,0,100.0
4029,2343,Monsoon Session,18,0,100.0
4030,2343,Budget Session,34,0,100.0
4031,2343,Winter Session,20,0,100.0
4032,2343,Monsoon Session,35,0,100.0
4033,2343,Budget Session,10,0,100.0
4034,2343,Winter Session,18,0,100.0
4035,2343,Monsoon Session,17,0,100.0
4036,2343,Budget Session,22,0,100.0
4037,2343,Budget Session,8,0,100.0
4038,2343,Winter Session,13,0,100.0
4039,2343,Monsoon Session,19,0,100.0
4040,2343,Budget Session,21,0,100.0
4041,2343,Budget Session,8,0,100.0
4042,2343,Winter Session,21,0,100.0
4043,2343,Monsoon Session,20,0,100.0
4044,2344,Budget Session,29,0,100.0
4045,2344,Winter Session,18,0,100.0
4046,2344,Monsoon Session,17,0,100.0
4047,2344,Budget Session,33,0,100.0
4048,2344,Monsoon Session,18,0,100.0
4049,2344,Budget Session,34,0,100.0
4050,2344,Winter Session,20,0,100.0
4051,2344,Monsoon Session,35,0,100.0
4052,2344,Budget Session,10,0,100.0
4053,2344,Winter Session,18,0,100.0
4054,2344,Monsoon Session,17,0,100.0
4055,2344,Budget Session,22,0,100.0
4056,2344,Budget Session,8,0,100.0
4057,2344,Winter Session,13,0,100.0
4058,2344,Monsoon Session,19,0,100.0
4059,2344,Budget Session,21,0,100.0
4060,2344,Budget Session,8,0,100.0
4061,2344,Winter Session,21,0,100.0
4062,2344,Monsoon Session,20,0,100.0
4063,1868,Winter Session,12,0,100.0
4064,1868,Winter Session,10,0,100.0
4065,1868,Monsoon Session,21,0,100.0
4066,1868,Budget Session,11,0,100.0
4067,1868,Budget Session,21,0,100.0
4068,1868,Winter Session,20,0,100.0
4069,1868,Monsoon Session,19,0,100.0
4070,1868,225th Part-2,21,0,100.0
4071,1868,225th Part-1,14,0,100.0
4072,1868,Winter Session,24,0,100.0
4073,1868,Monsoon Session,26,0,100.0
4074,1868,Budget Session,23,0,100.0
4075,1868,Winter Session,23,0,100.0
4076,1868,Monsoon Session,26,0,100.0
4077,1868,219th Part-2,17,0,100.0
4078,1868,219th Part-1,15,0,100.0
4079,1868,Winter Session,23,0,100.0
4080,1868,Budget Session,26,0,100.0
4081,1868,Special Session,4,0,100.0
4082,1868,Budget Session,10,0,100.0
4083,1868,214th Part2,10,0,100.0
4084,1868,214th Part-1,6,0,100.0
4085,1868,Budget Session,35,0,100.0
4086,1868,Winter Session,17,0,100.0
4087,2345,Budget Session,29,0,100.0
4088,2345,Winter Session,18,0,100.0
4089,2345,Monsoon Session,17,0,100.0
4090,2345,Budget Session,33,0,100.0
4091,2345,Monsoon Session,18,0,100.0
4092,2345,Budget Session,34,0,100.0
4093,2345,Winter Session,20,0,100.0
4094,2345,Monsoon Session,35,0,100.0
4095,2345,Budget Session,10,0,100.0
4096,2345,Winter Session,18,0,100.0
4097,2345,Monsoon Session,17,0,100.0
4098,2345,Budget Session,22,0,100.0
4099,2345,Budget Session,8,0,100.0
4100,2345,Winter Session,13,0,100.0
4101,2345,Monsoon Session,19,0,100.0
4102,2345,Budget Session,21,0,100.0
4103,2345,Budget Session,8,0,100.0
4104,2345,Winter Session,21,0,100.0
4105,2345,Monsoon Session,20,0,100.0
4106,1869,Winter Session,12,0,100.0
4107,1869,Winter Session,10,0,100.0
4108,1869,Monsoon Session,21,0,100.0
4109,1869,Budget Session,11,0,100.0
4110,1869,Budget Session,21,0,100.0
4111,1869,Winter Session,20,0,100.0
4112,1869,Monsoon Session,19,0,100.0
4113,1869,225th Part-2,21,0,100.0
4114,1869,225th Part-1,14,0,100.0
4115,1869,Winter Session,24,0,100.0
4116,1869,Monsoon Session,26,0,100.0
4117,1869,Budget Session,23,0,100.0
4118,1869,Winter Session,23,0,100.0
4119,1869,Monsoon Session,26,0,100.0
4120,1869,219th Part-2,17,0,100.0
4121,1869,219th Part-1,15,0,100.0
4122,1869,Winter Session,23,0,100.0
4123,1869,Budget Session,26,0,100.0
4124,1869,Special Session,4,0,100.0
4125,1869,Budget Session,10,0,100.0
4126,1869,214th Part2,10,0,100.0
4127,1869,214th Part-1,6,0,100.0
4128,1869,Budget Session,35,0,100.0
4129,1869,Winter Session,17,0,100.0
4130,2346,Budget Session,29,0,100.0
4131,2346,Winter Session,18,0,100.0
4132,2346,Monsoon Session,17,0,100.0
4133,2346,Budget Session,33,0,100.0
4134,2346,Monsoon Session,18,0,100.0
4135,2346,Budget Session,34,0,100.0
4136,2346,Winter Session,20,0,100.0
4137,2346,Monsoon Session,35,0,100.0
4138,2346,Budget Session,10,0,100.0
4139,2346,Winter Session,18,0,100.0
4140,2346,Monsoon Session,17,0,100.0
4141,2346,Budget Session,22,0,100.0
4142,2346,Budget Session,8,0,100.0
4143,2346,Winter Session,13,0,100.0
4144,2346,Monsoon Session,19,0,100.0
4145,2346,Budget Session,21,0,100.0
4146,2346,Budget Session,8,0,100.0
4147,2346,Winter Session,21,0,100.0
4148,2346,Monsoon Session,20,0,100.0
4149,1870,Budget Session,35,0,100.0
4150,1870,Winter Session,17,0,100.0
4151,1871,Budget Session,35,0,100.0
4152,1871,Winter Session,17,0,100.0
4153,2347,Budget Session,29,0,100.0
4154,2347,Winter Session,18,0,100.0
4155,2347,Monsoon Session,17,0,100.0
4156,2347,Budget Session,33,0,100.0
4157,2347,Monsoon Session,18,0,100.0
4158,2347,Budget Session,34,0,100.0
4159,2347,Winter Session,20,0,100.0
4160,2347,Monsoon Session,35,0,100.0
4161,2347,Budget Session,10,0,100.0
4162,2347,Winter Session,18,0,100.0
4163,2347,Monsoon Session,17,0,100.0
4164,2347,Budget Session,22,0,100.0
4165,2347,Budget Session,8,0,100.0
4166,2347,Winter Session,13,0,100.0
4167,2347,Monsoon Session,19,0,100.0
4168,2347,Budget Session,21,0,100.0
4169,2347,Budget Session,8,0,100.0
4170,2347,Winter Session,21,0,100.0
4171,2347,Monsoon Session,20,0,100.0
4172,2348,Budget Session,29,0,100.0
4173,2348,Winter Session,18,0,100.0
4174,2348,Monsoon Session,17,0,100.0
4175,2348,Budget Session,33,0,100.0
4176,2348,Monsoon Session,18,0,100.0
4177,2348,Budget Session,34,0,100.0
4178,2348,Winter Session,20,0,100.0
4179,2348,Monsoon Session,35,0,100.0
4180,2348,Budget Session,10,0,100.0
4181,2348,Winter Session,18,0,100.0
4182,2348,Monsoon Session,17,0,100.0
4183,2348,Budget Session,22,0,100.0
4184,2348,Budget Session,8,0,100.0
4185,2348,Winter Session,13,0,100.0
4186,2348,Monsoon Session,19,0,100.0
4187,2348,Budget Session,21,0,100.0
4188,2348,Budget Session,8,0,100.0
4189,2348,Winter Session,21,0,100.0
4190,2348,Monsoon Session,20,0,100.0
4191,1872,Budget Session,34,0,100.0
4192,1872,Winter Session,20,0,100.0
4193,1872,Monsoon Session,35,0,100.0
4194,1872,Budget Session,10,0,100.0
4195,1872,Winter Session,18,0,100.0
4196,1872,Monsoon Session,17,0,100.0
4197,1872,Budget Session,22,0,100.0
4198,1872,Budget Session,8,0,100.0
4199,1872,Winter Session,13,0,100.0
4200,1872,Monsoon Session,19,0,100.0
4201,1872,Budget Session,21,0,100.0
4202,1872,Budget Session,8,0,100.0
4203,1872,Winter Session,21,0,100.0
4204,1872,Monsoon Session,20,0,100.0
4205,1872,Budget Session,15,0,100.0
4206,1872,Budget Session,16,0,100.0
4207,1872,Winter Session,20,0,100.0
4208,1872,Monsoon Session,17,0,100.0
4209,1872,Budget Session,13,0,100.0
4210,1872,Budget Session,19,0,100.0
4211,1872,Winter Session,22,0,100.0
4212,1872,Budget Session,27,0,100.0
4213,1872,Special Session,3,0,100.0
4214,1872,Winter Session,12,0,100.0
4215,1872,Winter Session,10,0,100.0
4216,1872,Monsoon Session,21,0,100.0
4217,1872,Budget Session,11,0,100.0
4218,1872,Budget Session,21,0,100.0
4219,1872,Winter Session,20,0,100.0
4220,1872,Monsoon Session,19,0,100.0
4221,1872,225th Part-2,21,0,100.0
4222,1872,225th Part-1,14,0,100.0
4223,1872,Winter Session,24,0,100.0
4224,1872,Monsoon Session,26,0,100.0
4225,1872,Budget Session,23,0,100.0
4226,1872,Winter Session,23,0,100.0
4227,1872,Monsoon Session,26,0,100.0
4228,1872,219th Part-2,17,0,100.0
4229,1872,219th Part-1,15,0,100.0
4230,1872,Winter Session,23,0,100.0
4231,1872,Budget Session,26,0,100.0
4232,1872,Special Session,4,0,100.0
4233,1872,Budget Session,10,0,100.0
4234,1872,214th Part2,10,0,100.0
4235,1872,214th Part-1,6,0,100.0
4236,1872,Budget Session,35,0,100.0
4237,1872,Winter Session,17,0,100.0
4238,2349,Budget Session,29,0,100.0
4239,2349,Winter Session,18,0,100.0
4240,2349,Monsoon Session,17,0,100.0
4241,2349,Budget Session,33,0,100.0
4242,2349,Monsoon Session,18,0,100.0
4243,2349,Budget Session,34,0,100.0
4244,2349,Winter Session,20,0,100.0
4245,2349,Monsoon Session,35,0,100.0
4246,2349,Budget Session,10,0,100.0
4247,2349,Winter Session,18,0,100.0
4248,2349,Monsoon Session,17,0,100.0
4249,2349,Budget Session,22,0,100.0
4250,2349,Budget Session,8,0,100.0
4251,2349,Winter Session,13,0,100.0
4252,2349,Monsoon Session,19,0,100.0
4253,2349,Budget Session,21,0,100.0
4254,2349,Budget Session,8,0,100.0
4255,2349,Winter Session,21,0,100.0
4256,2349,Monsoon Session,20,0,100.0
4257,1873,Budget Session,35,0,100.0
4258,1873,Winter Session,17,0,100.0
4259,2350,Budget Session,29,0,100.0
4260,2350,Winter Session,18,0,100.0
4261,2350,Monsoon Session,17,0,100.0
4262,2350,Budget Session,33,0,100.0
4263,2350,Monsoon Session,18,0,100.0
4264,2350,Budget Session,34,0,100.0
4265,2350,Winter Session,20,0,100.0
4266,2350,Monsoon Session,35,0,100.0
4267,2350,Budget Session,10,0,100.0
4268,2350,Winter Session,18,0,100.0
4269,2350,Monsoon Session,17,0,100.0
4270,2350,Budget Session,22,0,100.0
4271,2350,Budget Session,8,0,100.0
4272,2350,Winter Session,13,0,100.0
4273,2350,Monsoon Session,19,0,100.0
4274,2350,Budget Session,21,0,100.0
4275,2350,Budget Session,8,0,100.0
4276,2350,Winter Session,21,0,100.0
4277,2350,Monsoon Session,20,0,100.0
4278,1874,Winter Session,12,0,100.0
4279,1874,Winter Session,10,0,100.0
4280,1874,Monsoon Session,21,0,100.0
4281,1874,Budget Session,11,0,100.0
4282,1874,Budget Session,21,0,100.0
4283,1874,Winter Session,20,0,100.0
4284,1874,Monsoon Session,19,0,100.0
4285,1874,225th Part-2,21,0,100.0
4286,1874,225th Part-1,14,0,100.0
4287,1874,Winter Session,24,0,100.0
4288,1874,Monsoon Session,26,0,100.0
4289,1874,Budget Session,23,0,100.0
4290,1874,Winter Session,23,0,100.0
4291,1874,Monsoon Session,26,0,100.0
4292,1874,219th Part-2,17,0,100.0
4293,1874,219th Part-1,15,0,100.0
4294,1874,Winter Session,23,0,100.0
4295,1874,Budget Session,26,0,100.0
4296,1874,Special Session,4,0,100.0
4297,1874,Budget Session,10,0,100.0
4298,1874,214th Part2,10,0,100.0
4299,1874,214th Part-1,6,0,100.0
4300,1874,Budget Session,35,0,100.0
4301,1874,Winter Session,17,0,100.0
4302,1875,Budget Session,35,0,100.0
4303,1875,Winter Session,17,0,100.0
4304,1879,Budget Session,35,0,100.0
4305,1879,Winter Session,17,0,100.0
4306,2351,Winter Session,15,0,100.0
4307,2351,Monsoon Session,21,0,100.0
4308,2351,Budget Session,27,0,100.0
4309,2351,Winter Session,19,0,100.0
4310,2351,Monsoon Session,16,0,100.0
4311,2351,Special Session,5,0,100.0
4312,2351,Budget Session,29,0,100.0
4313,2351,Budget Session,29,0,100.0
4314,2351,Winter Session,18,0,100.0
4315,2351,Winter Session,18,0,100.0
4316,2351,Monsoon Session,17,0,100.0
4317,2351,Monsoon Session,17,0,100.0
4318,2351,Budget Session,33,0,100.0
4319,2351,Budget Session,33,0,100.0
4320,2351,Monsoon Session,18,0,100.0
4321,2351,Monsoon Session,18,0,100.0
4322,2351,Budget Session,34,0,100.0
4323,2351,Budget Session,34,0,100.0
4324,2351,Winter Session,20,0,100.0
4325,2351,Winter Session,20,0,100.0
4326,2351,Monsoon Session,35,0,100.0
4327,2351,Budget Session,10,0,100.0
4328,2351,Winter Session,18,0,100.0
4329,2351,Monsoon Session,17,0,100.0
4330,2351,Budget Session,22,0,100.0
4331,2351,Budget Session,8,0,100.0
4332,2351,Winter Session,13,0,100.0
4333,2351,Monsoon Session,19,0,100.0
4334,2351,Budget Session,21,0,100.0
4335,2351,Budget Session,8,0,100.0
4336,2351,Winter Session,21,0,100.0
4337,2351,Monsoon Session,20,0,100.0
4338,2352,Budget Session,29,0,100.0
4339,2352,Winter Session,18,0,100.0
4340,2352,Monsoon Session,17,0,100.0
4341,2352,Budget Session,33,0,100.0
4342,2352,Monsoon Session,18,0,100.0
4343,2352,Budget Session,34,0,100.0
4344,2352,Winter Session,20,0,100.0
4345,2352,Monsoon Session,35,0,100.0
4346,2352,Budget Session,10,0,100.0
4347,2352,Winter Session,18,0,100.0
4348,2352,Monsoon Session,17,0,100.0
4349,2352,Budget Session,22,0,100.0
4350,2352,Budget Session,8,0,100.0
4351,2352,Winter Session,13,0,100.0
4352,2352,Monsoon Session,19,0,100.0
4353,2352,Budget Session,21,0,100.0
4354,2352,Budget Session,8,0,100.0
4355,2352,Winter Session,21,0,100.0
4356,2352,Monsoon Session,20,0,100.0
4357,1876,Budget Session,35,0,100.0
4358,1876,Winter Session,17,0,100.0
4359,2353,Winter Session,15,0,100.0
4360,2353,Monsoon Session,21,0,100.0
4361,2353,Budget Session,27,0,100.0
4362,2353,Winter Session,19,0,100.0
4363,2353,Monsoon Session,16,0,100.0
4364,2353,Special Session,5,0,100.0
4365,2353,Budget Session,9,0,100.0
4366,2353,Winter Session,15,0,100.0
4367,2353,Special Session,4,0,100.0
4368,2353,Monsoon Session,17,0,100.0
4369,2353,Budget Session,25,0,100.0
4370,2353,Winter Session,13,0,100.0
4371,2353,Monsoon Session,16,0,100.0
4372,2353,Budget Session,29,0,100.0
4373,2353,Budget Session,29,0,100.0
4374,2353,Winter Session,18,0,100.0
4375,2353,Winter Session,18,0,100.0
4376,2353,Monsoon Session,17,0,100.0
4377,2353,Monsoon Session,17,0,100.0
4378,2353,Budget Session,33,0,100.0
4379,2353,Budget Session,33,0,100.0
4380,2353,Monsoon Session,18,0,100.0
4381,2353,Monsoon Session,18,0,100.0
4382,2353,Budget Session,34,0,100.0
4383,2353,Budget Session,34,0,100.0
4384,2353,Winter Session,20,0,100.0
4385,2353,Winter Session,20,0,100.0
4386,2353,Monsoon Session,35,0,100.0
4387,2353,Budget Session,10,0,100.0
4388,2353,Winter Session,18,0,100.0
4389,2353,Monsoon Session,17,0,100.0
4390,2353,Budget Session,22,0,100.0
4391,2353,Budget Session,8,0,100.0
4392,2353,Winter Session,13,0,100.0
4393,2353,Monsoon Session,19,0,100.0
4394,2353,Budget Session,21,0,100.0
4395,2353,Budget Session,8,0,100.0
4396,2353,Winter Session,21,0,100.0
4397,2353,Monsoon Session,20,0,100.0
4398,1877,Budget Session,35,0,100.0
4399,1877,Winter Session,17,0,100.0
4400,2354,Budget Session,29,0,100.0
4401,2354,Winter Session,18,0,100.0
4402,2354,Monsoon Session,17,0,100.0
4403,2354,Budget Session,33,0,100.0
4404,2354,Monsoon Session,18,0,100.0
4405,2354,Budget Session,34,0,100.0
4406,2354,Winter Session,20,0,100.0
4407,2354,Monsoon Session,35,0,100.0
4408,2354,Budget Session,10,0,100.0
4409,2354,Winter Session,18,0,100.0
4410,2354,Monsoon Session,17,0,100.0
4411,2354,Budget Session,22,0,100.0
4412,2354,Budget Session,8,0,100.0
4413,2354,Winter Session,13,0,100.0
4414,2354,Monsoon Session,19,0,100.0
4415,2354,Budget Session,21,0,100.0
4416,2354,Budget Session,8,0,100.0
4417,2354,Winter Session,21,0,100.0
4418,2354,Monsoon Session,20,0,100.0
4419,1878,Budget Session,35,0,100.0
4420,1878,Winter Session,17,0,100.0
4421,2355,Budget Session,29,0,100.0
4422,2355,Winter Session,18,0,100.0
4423,2355,Monsoon Session,17,0,100.0
4424,2355,Budget Session,33,0,100.0
4425,2355,Monsoon Session,18,0,100.0
4426,2355,Budget Session,34,0,100.0
4427,2355,Winter Session,20,0,100.0
4428,2355,Monsoon Session,35,0,100.0
4429,2355,Budget Session,10,0,100.0
4430,2355,Winter Session,18,0,100.0
4431,2355,Monsoon Session,17,0,100.0
4432,2355,Budget Session,22,0,100.0
4433,2355,Budget Session,8,0,100.0
4434,2355,Winter Session,13,0,100.0
4435,2355,Monsoon Session,19,0,100.0
4436,2355,Budget Session,21,0,100.0
4437,2355,Budget Session,8,0,100.0
4438,2355,Winter Session,21,0,100.0
4439,2355,Monsoon Session,20,0,100.0
4440,1880,Budget Session,9,0,100.0
4441,1880,Winter Session,15,0,100.0
4442,1880,Special Session,4,0,100.0
4443,1880,Monsoon Session,17,0,100.0
4444,1880,Budget Session,25,0,100.0
4445,1880,Winter Session,13,0,100.0
4446,1880,Monsoon Session,16,0,100.0
4447,1880,Budget Session,29,0,100.0
4448,1880,Winter Session,18,0,100.0
4449,1880,Monsoon Session,17,0,100.0
4450,1880,Budget Session,33,0,100.0
4451,1880,Monsoon Session,18,0,100.0
4452,1880,Budget Session,34,0,100.0
4453,1880,Winter Session,20,0,100.0
4454,1880,Monsoon Session,35,0,100.0
4455,1880,Budget Session,10,0,100.0
4456,1880,Winter Session,18,0,100.0
4457,1880,Monsoon Session,17,0,100.0
4458,1880,Budget Session,22,0,100.0
4459,1880,Budget Session,22,0,100.0
4460,1880,Budget Session,8,0,100.0
4461,1880,Winter Session,13,0,100.0
4462,1880,Monsoon Session,19,0,100.0
4463,1880,Budget Session,21,0,100.0
4464,1880,Budget Session,8,0,100.0
4465,1880,Winter Session,21,0,100.0
4466,1880,Monsoon Session,20,0,100.0
4467,1880,Budget Session,15,0,100.0
4468,1880,Budget Session,16,0,100.0
4469,1880,Winter Session,20,0,100.0
4470,1880,Monsoon Session,17,0,100.0
4471,1880,Budget Session,13,0,100.0
4472,1880,Budget Session,19,0,100.0
4473,1880,Winter Session,22,0,100.0
4474,1880,Budget Session,27,0,100.0
4475,1880,Special Session,3,0,100.0
4476,1880,Winter Session,12,0,100.0
4477,1880,Winter Session,10,0,100.0
4478,1880,Monsoon Session,21,0,100.0
4479,1880,Budget Session,11,0,100.0
4480,1880,Budget Session,21,0,100.0
4481,1880,Winter Session,20,0,100.0
4482,1880,Monsoon Session,19,0,100.0
4483,1880,225th Part-2,21,0,100.0
4484,1880,Budget Session,35,0,100.0
4485,1880,Winter Session,17,0,100.0
4486,2356,Budget Session,29,0,100.0
4487,2356,Winter Session,18,0,100.0
4488,2356,Monsoon Session,17,0,100.0
4489,2356,Budget Session,33,0,100.0
4490,2356,Monsoon Session,18,0,100.0
4491,2356,Budget Session,34,0,100.0
4492,2356,Winter Session,20,0,100.0
4493,2356,Monsoon Session,35,0,100.0
4494,2356,Budget Session,10,0,100.0
4495,2356,Winter Session,18,0,100.0
4496,2356,Monsoon Session,17,0,100.0
4497,2356,Budget Session,22,0,100.0
4498,2356,Budget Session,8,0,100.0
4499,2356,Winter Session,13,0,100.0
4500,2356,Monsoon Session,19,0,100.0
4501,2356,Budget Session,21,0,100.0
4502,2356,Budget Session,8,0,100.0
4503,2356,Winter Session,21,0,100.0
4504,2356,Monsoon Session,20,0,100.0
4505,1881,Budget Session,35,0,100.0
4506,1881,Winter Session,17,0,100.0
4507,2357,Winter Session,15,0,100.0
4508,2357,Monsoon Session,21,0,100.0
4509,2357,Budget Session,27,0,100.0
4510,2357,Winter Session,19,0,100.0
4511,2357,Monsoon Session,16,0,100.0
4512,2357,Special Session,5,0,100.0
