srno,member_name,party,state_ut,status,age,term
2219,"Saleem, Chaudhary Munvvar",Samajwadi Party,Uttar Pradesh,Former,66.0,1 (2012–2018)
2221,"Tirkey, Shri Dilip Kumar",Biju Janata Dal,Odisha,Former,48.0,1 (2012–2018)
2222,"Mohapatra, Shri Rabinarayan",Biju Janata Dal,Odisha,Former,68.0,1 (2012–2018)
2223,"Swamy, Shri A.V.",Independent & Others,Odisha,Former,96.0,1 (2012–2018)
2224,"Yadav, Shri Bhupender",Bharatiya Janata Party,Rajasthan,Former,56.0,"2 (2012–2018, 2018–2024)"
2225,"Singh, Shri Arvind Kumar",Samajwadi Party,Uttar Pradesh,Former,57.0,1 (2012–2016)
2226,"Tendulkar, Shri Sachin Ramesh",Nominated,Nominated,Former,52.0,1 (2012–2018)
2227,"Aga, Ms. Anu",Nominated,Nominated,Former,83.0,1 (2012–2018)
2228,"Rekha, Ms.",Nominated,Nominated,Former,71.0,1 (2012–2018)
2229,"Balmuchu, Dr. Pradeep Kumar",Indian National Congress,Jharkhand,Former,68.0,1 (2012–2018)
2230,"Sanjiv Kumar, Shri",Jharkhand Mukti Morcha,Jharkhand,Former,68.0,1 (2012–2018)
2231,"Tiwari, Shri Alok",Samajwadi Party,Uttar Pradesh,Former,53.0,1 (2012–2018)
2232,"Miri, Prof. Mrinal",Nominated,Nominated,Former,85.0,1 (2012–2016)
2233,"Parasaran, Shri K.",Nominated,Nominated,Former,98.0,1 (2012–2018)
2234,"Narayanan, Shri C.P.",Communist Party of India (Marxist),Kerala,Former,87.0,1 (2012–2018)
2235,"Abraham, Shri Joy",Kerala Congress (M),Kerala,Former,74.0,1 (2012–2018)
2236,"Patil, Smt. Rajani Ashokrao",Indian National Congress,Maharashtra,Sitting,67.0,"2 (2013–2018, 2021–2026)"
2237,"Tyagi, Shri K.C.",Janata Dal (United),Bihar,Former,75.0,1 (2013–2016)
2238,"Syiem, Smt. Wansuk",Indian National Congress,Meghalaya,Former,69.0,"2 (2013–2014, 2014–2020)"
2240,"Kujur, Shri Santiuse",Indian National Congress,Assam,Former,52.0,1 (2013–2019)
2242,"Arjunan, Shri K. R.",All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,Former,64.0,1 (2013–2019)
2243,"Lakshmanan, Dr. R.",All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,Former,54.0,1 (2013–2019)
2244,"Rathinavel, Shri T.",All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,Former,75.0,1 (2013–2019)
2245,"Tiwari, Shri Pramod",Indian National Congress,Rajasthan,Sitting,74.0,"2 (2013–2018, 2022–2028)"
2246,"Singh, Smt. Kanak Lata",Samajwadi Party,Uttar Pradesh,Former,64.0,1 (2013–2016)
2247,"Tulsi, Shri K.T.S.",Indian National Congress,Chhattisgarh,Sitting,78.0,"2 (2014–2020, 2020–2026)"
2248,"Athawale, Shri Ramdas",Republican Party of India (ATHAWALE),Maharashtra,Sitting,66.0,"2 (2014–2020, 2020–2026)"
2249,"Kakade, Shri Sanjay Dattatraya",Independent & Others,Maharashtra,Former,58.0,1 (2014–2020)
2250,"Memon, Shri Majeed",Nationalist Congress Party,Maharashtra,Former,80.0,1 (2014–2020)
2251,"Pawar, Shri Sharad",Nationalist Congress Party-SHARADCHANDRA PAWAR,Maharashtra,Sitting,85.0,"2 (2014–2020, 2020–2026)"
2252,"Deo, Shri A.U. Singh",Biju Janata Dal,Odisha,Former,80.0,1 (2014–2018)
2253,"Das, Shri Kalpataru",Biju Janata Dal,Odisha,Former,75.0,1 (2014–2020)
2254,"Hembram, Smt. Sarojini",Biju Janata Dal,Odisha,Former,66.0,1 (2014–2020)
2255,"Biswal, Shri Ranjib",Indian National Congress,Odisha,Former,55.0,1 (2014–2020)
2256,"Selvaraj, Shri A. K.",All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,Former,67.0,1 (2014–2020)
2257,"Ramaswamy, Dr. Sasikala Pushpa",All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,Former,49.0,1 (2014–2020)
2258,"Vijila Sathyananth, Smt.",All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,Former,54.0,1 (2014–2020)
2259,"Muthukaruppan, Shri S.",All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,Former,67.0,1 (2014–2020)
2260,"Chowdhury, Prof. Jogen",All India Trinamool Congress,West Bengal,Former,86.0,1 (2014–2020)
2261,"Chakraborty, Shri Mithun",All India Trinamool Congress,West Bengal,Former,75.0,1 (2014–2020)
2262,"Hassan, Shri Ahamed",All India Trinamool Congress,West Bengal,Former,72.0,1 (2014–2020)
2263,"Banerjee, Shri Ritabrata",All India Trinamool Congress,West Bengal,Sitting,46.0,"2 (2014–2020, 2024–2026)"
2264,"Rao, Shri Garikapati Mohan",Bharatiya Janata Party,Telangana,Former,78.0,"2 (2014–2014, 2014–2020)"
2265,"Seetharama Lakshmi, Smt. Thota",Telugu Desam Party,Andhra Pradesh,Former,74.0,1 (2014–2020)
2267,"Sinha, Shri R. K.",Bharatiya Janata Party,Bihar,Former,74.0,1 (2014–2020)
2268,"Thakur, Shri Ram Nath",Janata Dal (United),Bihar,Sitting,75.0,"2 (2014–2020, 2020–2026)"
2269,"Harivansh, Shri",Janata Dal (United),Bihar,Sitting,69.0,"2 (2014–2020, 2020–2026)"
2270,"Perween, Smt. Kahkashan",Janata Dal (United),Bihar,Former,47.0,1 (2014–2020)
2271,"Judev, Shri Ranvijay Singh",Bharatiya Janata Party,Chhattisgarh,Former,56.0,1 (2014–2020)
2272,"Gohel, Shri Chunibhai Kanjibhai",Bharatiya Janata Party,Gujarat,Former,70.0,1 (2014–2020)
2273,"Tundiya, Mahant Shambhuprasadji",Bharatiya Janata Party,Gujarat,Former,55.0,1 (2014–2020)
2274,"Vadodia, Shri Lal Sinh",Bharatiya Janata Party,Gujarat,Former,69.0,1 (2014–2020)
2275,"Mistry, Shri Madhusudan",Indian National Congress,Gujarat,Former,81.0,1 (2014–2020)
2276,"Selja, Kumari",Indian National Congress,Haryana,Former,63.0,1 (2014–2020)
2277,"Kashyap, Shri Ram Kumar",Bharatiya Janata Party,Haryana,Former,74.0,1 (2014–2020)
2278,"Jatiya, Dr. Satyanarayan",Bharatiya Janata Party,Madhya Pradesh,Former,79.0,1 (2014–2020)
2279,"Singh, Shri Digvijaya",Indian National Congress,Madhya Pradesh,Sitting,78.0,"2 (2014–2020, 2020–2026)"
2280,"Abdul Salam, Haji",Indian National Congress,Manipur,Former,77.0,1 (2014–2020)
2281,"Goel, Shri Vijay",Bharatiya Janata Party,Rajasthan,Former,72.0,1 (2014–2020)
2282,"Dudi, Shri Ram Narain",Bharatiya Janata Party,Rajasthan,Former,77.0,1 (2014–2020)
2283,"Panchariya, Shri Narayan Lal",Bharatiya Janata Party,Rajasthan,Former,71.0,1 (2014–2020)
2284,"Mohanty, Shri Anubhav",Biju Janata Dal,Odisha,Former,44.0,1 (2014–2020)
2285,"Nishad, Shri Vishambhar Prasad",Samajwadi Party,Uttar Pradesh,Former,63.0,"2 (2014–2016, 2016–2022)"
2286,"Balyawi, Shri Gulam Rasool",Janata Dal (United),Bihar,Former,56.0,1 (2014–2016)
2287,"Varma, Shri Pavan Kumar",Janata Dal (United),Bihar,Former,72.0,1 (2014–2016)
2288,"Nirmala Sitharaman, Smt.",Bharatiya Janata Party,Karnataka,Sitting,66.0,"3 (2014–2016, 2016–2022, 2022–2028)"
2289,"Singh, Shri Bhupinder",Biju Janata Dal,Odisha,Former,74.0,1 (2014–2016)
2290,"Navaneethakrishnan, Shri A.",All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,Former,69.0,"2 (2014–2016, 2016–2022)"
2291,"Reddy, Shri D. Kupendra",Janata Dal (Secular),Karnataka,Former,65.0,1 (2014–2020)
2292,"Gowda, Prof. M.V. Rajeev",Indian National Congress,Karnataka,Former,62.0,1 (2014–2020)
2293,"Tlau, Shri Ronald Sapa",Indian National Congress,Mizoram,Former,71.0,1 (2014–2020)
2294,"Yadav, Dr. Chandrapal Singh",Samajwadi Party,Uttar Pradesh,Former,66.0,1 (2014–2020)
2295,"Khan, Shri Javed Ali",Samajwadi Party,Uttar Pradesh,Sitting,63.0,"2 (2014–2020, 2022–2028)"
2296,"Tazeen Fatma, Dr.",Samajwadi Party,Uttar Pradesh,Former,76.0,1 (2014–2020)
2297,"Shekhar, Shri Neeraj",Bharatiya Janata Party,Uttar Pradesh,Sitting,57.0,"3 (2014–2020, 2019–2020, 2020–2026)"
2298,"Punia, Shri P.L.",Indian National Congress,Uttar Pradesh,Former,81.0,1 (2014–2020)
2299,"Parrikar, Shri Manohar",Bharatiya Janata Party,Uttar Pradesh,Former,70.0,1 (2014–2020)
2300,"Verma, Shri Ravi Prakash",Samajwadi Party,Uttar Pradesh,Former,65.0,1 (2014–2020)
2301,"Sharama, Smt. Manorama D.",Indian National Congress,Uttarakhand,Former,70.0,1 (2014–2020)
2302,"Prabhu, Shri Suresh",Bharatiya Janata Party,Andhra Pradesh,Former,72.0,"2 (2014–2016, 2016–2022)"
2303,"Manhas, Shri Shamsher Singh",Bharatiya Janata Party,Jammu & Kashmir,Former,66.0,1 (2015–2021)
2304,"Fayaz, Mir Mohammad",J&K Peoples Democratic Party,Jammu & Kashmir,Former,48.0,1 (2015–2021)
2305,"Laway, Shri Nazir Ahmed",J&K Peoples Democratic Party,Jammu & Kashmir,Former,62.0,1 (2015–2021)
2306,"Sable, Shri Amar Shankar",Bharatiya Janata Party,Maharashtra,Former,62.0,1 (2015–2020)
2307,"Sen, Ms. Dola",All India Trinamool Congress,West Bengal,Sitting,58.0,"3 (2015–2017, 2017–2023, 2023–2029)"
2308,"Ragesh, Shri K.K.",Communist Party of India (Marxist),Kerala,Former,55.0,1 (2015–2021)
2309,"Akbar, Shri M. J.",Bharatiya Janata Party,Madhya Pradesh,Former,75.0,"2 (2015–2016, 2016–2022)"
2310,"Gokulakrishnan, Shri N.",All India Anna Dravida Munnetra Kazhagam,Puducherry,Former,71.0,1 (2015–2021)
2311,"Swain, Shri Narendra Kumar",Biju Janata Dal,Odisha,Former,86.0,1 (2015–2020)
2312,"Narah, Smt. Ranee",Indian National Congress,Assam,Former,60.0,1 (2016–2022)
2313,"Bora, Shri Ripun",Indian National Congress,Assam,Former,70.0,1 (2016–2022)
2314,"Veerendra Kumar, Shri M.P.",Independent & Others,Kerala,Former,88.0,"2 (2016–2022, 2018–2022)"
2315,"Kenye, Shri K.G.",Naga Peoples Front,Nagaland,Former,65.0,1 (2016–2022)
2316,"Somaprasad, Shri K.",Communist Party of India (Marxist),Kerala,Former,68.0,1 (2016–2022)
2317,"Bajwa, Shri Partap Singh",Indian National Congress,Punjab,Former,68.0,1 (2016–2022)
2318,"Malik, Shri Shwait",Bharatiya Janata Party,Punjab,Former,62.0,1 (2016–2022)
2319,"Dullo, Shri Shamsher Singh",Indian National Congress,Punjab,Former,78.0,1 (2016–2022)
2320,"Jadhav, Dr. Narendra",Nominated,Nominated,Former,72.0,1 (2016–2022)
2321,"Sidhu, Shri Navjot Singh",Bharatiya Janata Party,Nominated,Former,62.0,1 (2016–2022)
2322,"Dasgupta, Shri Swapan",Bharatiya Janata Party,Nominated,Former,70.0,"2 (2016–2022, 2021–2022)"
2323,"Suresh Gopi, Shri",Bharatiya Janata Party,Nominated,Former,67.0,1 (2016–2022)
2324,"Kom, Smt. M.C. Mary",Nominated,Nominated,Former,42.0,1 (2016–2022)
2325,"Pandya, Dr. Pranav",Nominated,Nominated,Former,,1 (2016–2022)
2326,"Chhatrapati, Shri Sambhaji",Bharatiya Janata Party,Nominated,Former,54.0,1 (2016–2022)
2327,"Venkatesh, Shri T.G.",Bharatiya Janata Party,Andhra Pradesh,Former,75.0,1 (2016–2022)
2328,"Reddy, Shri V. Vijayasai",Yuvajana Sramika Rythu Congress Party,Andhra Pradesh,Former,68.0,"2 (2016–2022, 2022–2028)"
2329,"Rao, Shri V. Lakshmikantha",Telangana Rashtra Samithi,Telangana,Former,86.0,1 (2016–2022)
2330,"Srinivas, Shri Dharmapuri",Telangana Rashtra Samithi,Telangana,Former,77.0,1 (2016–2022)
2331,"Verma, Smt. Chhaya",Indian National Congress,Chhattisgarh,Former,63.0,1 (2016–2022)
2332,"Netam, Shri Ram Vichar",Bharatiya Janata Party,Chhattisgarh,Former,64.0,1 (2016–2022)
2333,"Tankha, Shri Vivek K.",Indian National Congress,Madhya Pradesh,Sitting,69.0,"2 (2016–2022, 2022–2028)"
2334,"Vaithilingam, Shri R.",All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,Former,71.0,1 (2016–2022)
2335,"Vijayakumar, Shri A.",All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,Former,68.0,1 (2016–2022)
2336,"Balasubramoniyan, Shri S.R.",All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,Former,87.0,1 (2016–2022)
2337,"Elangovan, Shri T.K.S.",Dravida Munnetra Kazhagam,Tamil Nadu,Former,71.0,1 (2016–2022)
2338,"Bharathi, Shri R.S.",Dravida Munnetra Kazhagam,Tamil Nadu,Former,78.0,1 (2016–2022)
2339,"Ramamurthy, Shri K.C.",Bharatiya Janata Party,Karnataka,Former,73.0,"2 (2016–2022, 2019–2022)"
2340,"Nekkanti, Shri Bhaskar Rao",Biju Janata Dal,Odisha,Former,72.0,1 (2016–2022)
2341,"Acharya, Shri Prasanna",Biju Janata Dal,Odisha,Former,76.0,1 (2016–2022)
2342,"Das, Shri Bishnu Charan",Biju Janata Dal,Odisha,Former,71.0,1 (2016–2022)
2343,"Chidambaram, Shri P.",Indian National Congress,Tamil Nadu,Sitting,80.0,"2 (2016–2022, 2022–2028)"
2344,"Mahatme, Dr. Vikas",Bharatiya Janata Party,Maharashtra,Former,68.0,1 (2016–2022)
2345,"Sahasrabuddhe, Dr. Vinay P.",Bharatiya Janata Party,Maharashtra,Former,68.0,1 (2016–2022)
2346,"Dungarpur, Shri Harshvardhan Singh",Bharatiya Janata Party,Rajasthan,Former,69.0,1 (2016–2022)
2347,"Ashok Siddharth, Shri",Bahujan Samaj Party,Uttar Pradesh,Former,61.0,1 (2016–2022)
2348,"Verma, Shri Beni Prasad",Samajwadi Party,Uttar Pradesh,Former,84.0,1 (2016–2022)
2349,"Singh, Shri Rewati Raman",Samajwadi Party,Uttar Pradesh,Former,82.0,1 (2016–2022)
2350,"Shukla, Shri Shiv Pratap",Bharatiya Janata Party,Uttar Pradesh,Former,73.0,1 (2016–2022)
2351,"Seth, Shri Sanjay",Bharatiya Janata Party,Uttar Pradesh,Sitting,64.0,"3 (2016–2022, 2019–2022, 2024–2030)"
2352,"Yadav, Ch. Sukhram Singh",Samajwadi Party,Uttar Pradesh,Former,74.0,1 (2016–2022)
2353,"Nagar, Shri Surendra Singh",Bharatiya Janata Party,Uttar Pradesh,Sitting,60.0,"3 (2016–2022, 2019–2022, 2022–2028)"
2354,"Tamta, Shri Pradeep",Indian National Congress,Uttarakhand,Former,67.0,1 (2016–2022)
2355,"Verma, Shri Ramkumar",Bharatiya Janata Party,Rajasthan,Former,70.0,1 (2016–2022)
2356,"Singh, Shri Gopal Narayan",Bharatiya Janata Party,Bihar,Former,83.0,1 (2016–2022)
2357,"Bharti, Smt. Misha",Rashtriya Janata Dal,Bihar,Former,49.0,"2 (2016–2022, 2022–2028)"
2358,"Poddar, Shri Mahesh",Bharatiya Janata Party,Jharkhand,Former,76.0,1 (2016–2022)
2359,"Subhash Chandra, Dr.",Independent & Others,Haryana,Former,75.0,1 (2016–2022)
2360,"Ganguly, Smt. Roopa",Bharatiya Janata Party,Nominated,Former,59.0,1 (2016–2022)
2361,"Ganesan, Shri La.",Bharatiya Janata Party,Madhya Pradesh,Former,80.0,1 (2016–2018)
2362,"Gupta, Shri Manish",All India Trinamool Congress,West Bengal,Former,84.0,1 (2017–2020)
2363,"Deb, Shri Pratap Keshari",Biju Janata Dal,Odisha,Former,54.0,1 (2017–2022)
2364,"Singh, Shri K. Bhabananda",Bharatiya Janata Party,Manipur,Former,65.0,1 (2017–2020)
2365,"Tendulkar, Shri Vinay Dinu",Bharatiya Janata Party,Goa,Former,64.0,1 (2017–2023)
2366,"Uikey, Smt. Sampatiya",Bharatiya Janata Party,Madhya Pradesh,Former,58.0,1 (2017–2022)
2367,"Shah, Shri Amit Anil Chandra",Bharatiya Janata Party,Gujarat,Former,61.0,1 (2017–2023)
2368,"Chhetri, Smt. Shanta",All India Trinamool Congress,West Bengal,Former,69.0,1 (2017–2023)
2369,"Bhunia, Shri Manas Ranjan",All India Trinamool Congress,West Bengal,Former,73.0,1 (2017–2023)
2370,"Alphons, Shri K.J.",Bharatiya Janata Party,Rajasthan,Former,72.0,1 (2017–2022)
2371,"Puri, Shri Hardeep Singh",Bharatiya Janata Party,Uttar Pradesh,Sitting,73.0,"2 (2018–2020, 2020–2026)"
2372,"Singh, Shri Sanjay",Aam Aadmi Party,National Capital Territory of Delhi,Sitting,53.0,"2 (2018–2024, 2024–2030)"
2373,"Gupta, Shri Sushil Kumar",Aam Aadmi Party,National Capital Territory of Delhi,Former,64.0,1 (2018–2024)
2374,"Gupta, Shri Narain Dass",Aam Aadmi Party,National Capital Territory of Delhi,Sitting,80.0,"2 (2018–2024, 2024–2030)"
2375,"Vemireddy, Shri Prabhakar Reddy",Yuvajana Sramika Rythu Congress Party,Andhra Pradesh,Former,69.0,1 (2018–2024)
2376,"Kanakamedala Ravindra Kumar, Shri",Telugu Desam Party,Andhra Pradesh,Former,69.0,1 (2018–2024)
2377,"Singh, Shri Akhilesh Prasad",Indian National Congress,Bihar,Sitting,64.0,"2 (2018–2024, 2024–2030)"
2378,"Karim, Shri Ahmad Ashfaque",Rashtriya Janata Dal,Bihar,Former,69.0,1 (2018–2024)
2379,"Jha, Prof. Manoj Kumar",Rashtriya Janata Dal,Bihar,Sitting,58.0,"2 (2018–2024, 2024–2030)"
2380,"Pandey, Ms. Saroj",Bharatiya Janata Party,Chhattisgarh,Former,57.0,1 (2018–2024)
2381,"Yajnik, Dr. Amee",Indian National Congress,Gujarat,Former,66.0,1 (2018–2024)
2382,"Rathwa, Shri Naranbhai J.",Indian National Congress,Gujarat,Former,72.0,1 (2018–2024)
2383,"Vats (Retd.), Lt.Gen. (Dr.) D. P.",Bharatiya Janata Party,Haryana,Former,75.0,1 (2018–2024)
2384,"Chandrashekhar, Shri G.C.",Indian National Congress,Karnataka,Sitting,62.0,"2 (2018–2024, 2024–2030)"
2385,"Hanumanthaiah, Dr. L.",Indian National Congress,Karnataka,Former,67.0,1 (2018–2024)
2386,"Hussain, Dr. Syed Naseer",Indian National Congress,Karnataka,Sitting,55.0,"2 (2018–2024, 2024–2030)"
2387,"Singh, Shri Ajay Pratap",Bharatiya Janata Party,Madhya Pradesh,Former,58.0,1 (2018–2024)
2388,"Soni, Shri Kailash",Bharatiya Janata Party,Madhya Pradesh,Former,75.0,1 (2018–2024)
2389,"Patel, Shri Rajmani",Indian National Congress,Madhya Pradesh,Former,80.0,1 (2018–2024)
2390,"Ketkar, Shri Kumar",Indian National Congress,Maharashtra,Former,80.0,1 (2018–2024)
2391,"Rane, Shri Narayan",Bharatiya Janata Party,Maharashtra,Former,73.0,1 (2018–2024)
2392,"Muraleedharan, Shri V.",Bharatiya Janata Party,Maharashtra,Former,67.0,1 (2018–2024)
2393,"Banda Prakash, Dr.",Telangana Rashtra Samithi,Telangana,Former,71.0,1 (2018–2024)
2394,"Yadav, Shri B. Lingaiah",Bharat Rashtra Samithi,Telangana,Former,68.0,1 (2018–2024)
2395,"Joginipally Santosh Kumar, Shri",Bharat Rashtra Samithi,Telangana,Former,50.0,1 (2018–2024)
2396,"Agrawal, Dr. Anil",Bharatiya Janata Party,Uttar Pradesh,Former,63.0,1 (2018–2024)
2397,"Jain, Dr. Anil",Bharatiya Janata Party,Uttar Pradesh,Former,65.0,1 (2018–2024)
2398,"Bajpai, Dr. Ashok",Bharatiya Janata Party,Uttar Pradesh,Former,76.0,1 (2018–2024)
2399,"Kardam, Smt. Kanta",Bharatiya Janata Party,Uttar Pradesh,Former,60.0,1 (2018–2024)
2400,"Rao, Shri G.V.L. Narasimha",Bharatiya Janata Party,Uttar Pradesh,Former,61.0,1 (2018–2024)
2401,"Tomar, Shri Vijay Pal Singh",Bharatiya Janata Party,Uttar Pradesh,Former,74.0,1 (2018–2024)
2402,"Rajbhar, Shri Sakaldeep",Bharatiya Janata Party,Uttar Pradesh,Former,70.0,1 (2018–2024)
2403,"Yadav, Shri Harnath Singh",Bharatiya Janata Party,Uttar Pradesh,Former,84.0,1 (2018–2024)
2404,"Baluni, Shri Anil",Bharatiya Janata Party,Uttarakhand,Former,55.0,1 (2018–2024)
2405,"Chakraborty, Shri Subhasish",All India Trinamool Congress,West Bengal,Former,68.0,1 (2018–2024)
2406,"Biswas, Shri Abir Ranjan",All India Trinamool Congress,West Bengal,Former,51.0,1 (2018–2024)
2407,"Sen, Dr. Santanu",All India Trinamool Congress,West Bengal,Former,53.0,1 (2018–2024)
2408,"Samanta, Shri Achyutananda",Biju Janata Dal,Odisha,Former,62.0,1 (2018–2024)
2409,"Nanda, Dr. Prashanta",Biju Janata Dal,Odisha,Former,78.0,1 (2018–2024)
2410,"Patnaik, Shri Soumya R.",Biju Janata Dal,Odisha,Former,73.0,1 (2018–2024)
2411,"Meena, Dr. Kirodi Lal",Bharatiya Janata Party,Rajasthan,Former,74.0,1 (2018–2024)
2412,"Saini, Shri Madanlal",Bharatiya Janata Party,Rajasthan,Former,82.0,1 (2018–2024)
2413,"Oraon, Shri Samir",Bharatiya Janata Party,Jharkhand,Former,55.0,1 (2018–2024)
2414,"Viswam, Shri Binoy",Communist Party of India,Kerala,Former,70.0,1 (2018–2024)
2415,"Kareem, Shri Elamaram",Communist Party of India (Marxist),Kerala,Former,72.0,1 (2018–2024)
2416,"Mani, Shri Jose K.",Kerala Congress (M),Kerala,Sitting,61.0,"3 (2018–2024, 2021–2024, 2024–2030)"
2418,"Ram Shakal, Shri",Bharatiya Janata Party,Nominated,Former,62.0,1 (2018–2024)
2419,"Sinha, Shri Rakesh",Bharatiya Janata Party,Nominated,Former,61.0,1 (2018–2024)
2420,"Mansingh, Dr. Sonal",Bharatiya Janata Party,Nominated,Former,81.0,1 (2018–2024)
2421,"Mohapatra, Dr. Raghunath",Bharatiya Janata Party,Nominated,Former,82.0,1 (2018–2024)
2422,"Tasa, Shri Kamakhya Prasad",Bharatiya Janata Party,Assam,Former,50.0,1 (2019–2025)
2423,"Patra, Dr. Sasmit",Biju Janata Dal,Odisha,Sitting,46.0,"2 (2019–2022, 2022–2028)"
2424,"Patnaik, Dr. Amar",Biju Janata Dal,Odisha,Former,58.0,1 (2019–2024)
2425,"Vaishnaw, Shri Ashwini",Bharatiya Janata Party,Odisha,Sitting,55.0,"2 (2019–2024, 2024–2030)"
2426,"Jaishankar, Shri S.",Bharatiya Janata Party,Gujarat,Sitting,71.0,"2 (2019–2023, 2023–2029)"
2427,"Lokhandwala, Shri Jugalsinh",Bharatiya Janata Party,Gujarat,Former,56.0,1 (2019–2023)
2428,"Shanmugam, Shri M.",Dravida Munnetra Kazhagam,Tamil Nadu,Former,85.0,1 (2019–2025)
2429,"Chandrasegharan, Shri N.",All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,Former,71.0,1 (2019–2025)
2430,"Mohammedjan, Shri A.",All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,Former,77.0,1 (2019–2025)
2431,"Wilson, Shri P.",Dravida Munnetra Kazhagam,Tamil Nadu,Sitting,59.0,"2 (2019–2025, 2025–2031)"
2435,"Dubey, Shri Satish Chandra",Bharatiya Janata Party,Bihar,Sitting,50.0,"2 (2019–2022, 2022–2028)"
2436,"Trivedi, Dr. Sudhanshu",Bharatiya Janata Party,Uttar Pradesh,Sitting,55.0,"2 (2019–2024, 2024–2030)"
2437,"Singh, Shri Arun",Bharatiya Janata Party,Uttar Pradesh,Sitting,60.0,"2 (2019–2020, 2020–2026)"
2438,"Gogoi, Shri Ranjan",Nominated,Nominated,Sitting,71.0,1 (2020–2026)
2439,"Gautam, Shri Dushyant",Bharatiya Janata Party,Haryana,Former,68.0,1 (2020–2022)
2440,"Karad, Dr. Bhagwat",Bharatiya Janata Party,Maharashtra,Sitting,69.0,1 (2020–2026)
2441,"Khan, Dr. Fauzia",Nationalist Congress Party-SHARADCHANDRA PAWAR,Maharashtra,Sitting,68.0,1 (2020–2026)
2442,"Chaturvedi, Smt. Priyanka",Shiv Sena-Uddhav Balasaheb Thackeray,Maharashtra,Sitting,47.0,1 (2020–2026)
2443,"Bhonsle, Shri Chh. Udayanraje",Bharatiya Janata Party,Maharashtra,Former,59.0,1 (2020–2026)
2444,"Satav, Shri Rajeev",Indian National Congress,Maharashtra,Former,51.0,1 (2020–2026)
2445,"Mohanta, Smt. Mamata",Bharatiya Janata Party,Odisha,Sitting,49.0,"2 (2020–2026, 2024–2026)"
2446,"Khan, Shri Muzibulla",Biju Janata Dal,Odisha,Sitting,63.0,1 (2020–2026)
2447,"Kumar, Shri Sujeet",Bharatiya Janata Party,Odisha,Sitting,50.0,"2 (2020–2026, 2024–2026)"
2448,"Singh, Shri Subhash Chandra",Biju Janata Dal,Odisha,Former,66.0,1 (2020–2026)
2449,"Elango, Shri N.R.",Dravida Munnetra Kazhagam,Tamil Nadu,Sitting,59.0,1 (2020–2026)
2450,"Selvarasu, Shri Anthiyur P.",Dravida Munnetra Kazhagam,Tamil Nadu,Sitting,70.0,1 (2020–2026)
2451,"Thambidurai, Dr. M.",All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,Sitting,78.0,1 (2020–2026)
2452,"Munusamy, Shri K.P.",All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,Former,73.0,1 (2020–2026)
2453,"Ghosh, Ms. Arpita",All India Trinamool Congress,West Bengal,Former,59.0,1 (2020–2026)
2454,"Bhattacharyya, Shri Bikash Ranjan",Communist Party of India (Marxist),West Bengal,Sitting,74.0,1 (2020–2026)
2455,"Noor, Smt. Mausam B",All India Trinamool Congress,West Bengal,Former,46.0,1 (2020–2026)
2456,"Bakshi, Shri Subrata",All India Trinamool Congress,West Bengal,Sitting,75.0,1 (2020–2026)
2457,"Bhuyan, Shri Ajit Kumar",Independent & Others,Assam,Sitting,72.0,1 (2020–2026)
2458,"Singh, Shri A. D.",Rashtriya Janata Dal,Bihar,Sitting,66.0,1 (2020–2026)
2459,"Thakur, Shri Vivek",Bharatiya Janata Party,Bihar,Former,56.0,1 (2020–2026)
2460,"Netam, Smt. Phulo Devi",Indian National Congress,Chhattisgarh,Sitting,54.0,1 (2020–2026)
2461,"Hooda, Shri Deepender Singh",Indian National Congress,Haryana,Former,48.0,1 (2020–2026)
2462,"Jangra, Shri Ram Chander",Bharatiya Janata Party,Haryana,Sitting,75.0,1 (2020–2026)
2463,"Goswami, Ms. Indu Bala",Bharatiya Janata Party,Himachal Pradesh,Sitting,58.0,1 (2020–2026)
2464,"Reddy, Shri K.R. Suresh",Bharat Rashtra Samithi,Telangana,Sitting,66.0,1 (2020–2026)
2465,"Alla, Shri Ayodhya Rami Reddy",Yuvajana Sramika Rythu Congress Party,Andhra Pradesh,Sitting,62.0,1 (2020–2026)
2466,"Pilli, Shri Subhas Chandra Bose",Yuvajana Sramika Rythu Congress Party,Andhra Pradesh,Sitting,75.0,1 (2020–2026)
2467,"Mopidevi, Shri Venkataramana Rao",Yuvajana Sramika Rythu Congress Party,Andhra Pradesh,Former,61.0,1 (2020–2026)
